"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoW]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,          24,      -4.702422818,      -5.029143505,      -5.132898468,      -5.220958094,      -4.217091192,      -10.51165378
          0,           0,          25,      -4.697196877,      -5.037076749,      -5.137524002,       -5.22759777,      -4.211226426,      -10.39964201
          0,           0,          26,      -4.693428957,      -5.045956909,      -5.142628832,      -5.232981258,      -4.206668874,      -10.29039639
          0,           0,          27,        -4.6889958,      -5.052112861,       -5.14613321,      -5.238012252,      -4.202022676,      -10.18719188
          0,           0,          28,       -4.68483836,      -5.058710643,      -5.149158214,       -5.24170251,      -4.197589013,      -10.09153967
          0,           0,          29,      -4.681072388,      -5.066513346,      -5.151116748,      -5.244146526,      -4.193532655,      -10.00442586
          0,           0,          30,      -4.678294364,      -5.075355463,      -5.154104851,      -5.245558483,      -4.190102506,      -9.926361484
          0,           0,          31,      -4.675145625,      -5.081565075,      -5.156835198,      -5.246380046,      -4.186512435,      -9.857146186
          0,           0,          32,      -4.671684097,      -5.086085284,      -5.158183524,      -5.247300002,      -4.182908354,      -9.796275173
          0,           0,          33,      -4.668784327,       -5.09222354,      -5.160576375,      -5.247893756,      -4.179537236,      -9.743036215
          0,           0,          34,      -4.666866325,      -5.099990694,      -5.164725868,      -5.247733036,      -4.177001793,      -9.696739726
          0,           0,          35,       -4.66463028,      -5.105252809,      -5.166790277,      -5.248143398,      -4.174599382,      -9.656693515
          0,           0,          36,      -4.663494318,      -5.113177642,      -5.170147513,      -5.249164723,      -4.173145831,      -9.622366104
          0,           0,          37,      -4.663490077,      -5.124220377,      -5.175048938,      -5.250280983,       -4.17270949,      -9.593188926
          0,           0,          38,      -4.663759483,      -5.135311246,      -5.180229539,       -5.25193054,      -4.172680803,      -9.568468921
          0,           0,          39,      -4.664271053,      -5.144912776,      -5.185631376,      -5.254921562,      -4.172956307,       -9.54797336
          0,           0,          40,      -4.665676827,      -5.153819064,      -5.192405759,      -5.258776359,      -4.174017537,      -9.531521701
          0,           0,          41,      -4.667839573,      -5.162525672,      -5.200056179,      -5.262987538,      -4.175840506,      -9.518734661
          0,           0,          42,      -4.670852198,      -5.172536349,      -5.207807392,      -5.268020743,      -4.178578878,      -9.509110093
          0,           0,          43,      -4.674821928,      -5.185188672,      -5.216122122,      -5.273710026,      -4.182252934,      -9.502163831
          0,           0,          44,      -4.679644071,       -5.20011396,      -5.225208585,      -5.280124906,      -4.186791727,      -9.497433925
          0,           0,          45,      -4.685002312,      -5.215908449,      -5.234828485,      -5.287238519,       -4.19190042,       -9.49392732
          0,           0,          46,      -4.691046513,      -5.232164085,      -5.245047764,      -5.295121749,       -4.19771394,      -9.490983002
          0,           0,          47,      -4.697772699,      -5.248595932,      -5.256021602,      -5.303729426,      -4.204211214,      -9.488091606
          0,           0,          48,      -4.705229731,      -5.265251357,      -5.267712207,      -5.312995247,      -4.211458261,      -9.484999707
          0,           0,          49,      -4.713425372,      -5.282275235,      -5.279985795,      -5.322697275,      -4.219446426,      -9.481581811
          0,           0,          50,      -4.722622753,      -5.299870356,      -5.292885613,      -5.333152135,      -4.228450762,       -9.47779478
          0,           0,          51,      -4.732609601,      -5.317840204,      -5.306248927,      -5.344147536,      -4.238246805,      -9.473617197
          0,           0,          52,       -4.74332372,      -5.336164009,      -5.320113807,      -5.355723606,      -4.248783193,      -9.469074426
          0,           0,          53,      -4.754801159,       -5.35502389,      -5.334475789,      -5.367905383,      -4.260099999,      -9.464353295
          0,           0,          54,      -4.767001939,      -5.374491755,      -5.349307085,      -5.380652164,      -4.272148748,      -9.459604712
          0,           0,          55,      -4.779944233,      -5.394567615,      -5.364623749,      -5.394071461,      -4.284950847,      -9.454973284
          0,           0,          56,      -4.793558266,      -5.415120397,      -5.380349745,      -5.408205865,      -4.298436125,      -9.450592821
          0,           0,          57,      -4.807889042,      -5.436058668,      -5.396491416,      -5.423133565,      -4.312648069,      -9.446609046
          0,           0,          58,       -4.82284468,       -5.45709974,      -5.412983476,      -5.438602715,      -4.327511058,      -9.443098972
          0,           0,          59,      -4.838394396,      -5.478212685,      -5.429819896,      -5.454543398,      -4.342988349,      -9.440030925
          0,           0,          60,      -4.854546352,      -5.499402161,      -5.447032625,      -5.471109076,      -4.359063522,      -9.437389803
          0,           0,          61,        -4.8713137,      -5.520542933,      -5.464528791,      -5.488260133,      -4.375747844,      -9.435208277
          0,           0,          62,      -4.888656234,      -5.541487737,      -5.482216723,      -5.505772067,       -4.39301772,      -9.433443417
          0,           0,          63,      -4.906509009,      -5.562203937,      -5.500068605,      -5.523445416,      -4.410806502,      -9.432040872
          0,           0,          64,      -4.924848991,      -5.582679631,      -5.518073586,      -5.541358954,       -4.42908972,      -9.430895818
          0,           0,          65,      -4.943668419,      -5.602890523,      -5.536212025,       -5.55952006,      -4.447862296,      -9.429926254
          0,           0,          66,      -4.962935881,      -5.622839467,      -5.554447419,      -5.577920485,       -4.46709293,       -9.42906393
          0,           0,          67,      -4.982637796,      -5.642551443,      -5.572770672,      -5.596569938,      -4.486767356,      -9.428257761
          0,           0,          68,      -5.002837482,      -5.662097717,      -5.591241943,      -5.615552251,      -4.506946843,       -9.42744197
          0,           0,          69,      -5.023464776,      -5.681474412,      -5.609746435,      -5.634800673,      -4.527558169,       -9.42658541
          0,           0,          70,      -5.044521672,      -5.700709009,      -5.628348038,      -5.654377023,      -4.548605075,      -9.425687792
          0,           0,          71,      -5.066050546,      -5.719875714,      -5.647135116,      -5.674378496,      -4.570135619,      -9.424742799
          0,           0,          72,      -5.088007315,      -5.738882904,      -5.666024578,       -5.69458146,      -4.592097113,      -9.423748165
          0,           0,          73,      -5.110417015,      -5.757713554,      -5.685081642,      -5.715127501,      -4.614519766,      -9.422706659
          0,           0,          74,      -5.133368537,      -5.776399343,      -5.704354393,      -5.736121917,      -4.637494195,      -9.421634542
          0,           0,          75,      -5.156747312,      -5.794892526,      -5.723678086,      -5.757448116,      -4.660904343,      -9.420548301
          0,           0,          76,      -5.180535402,       -5.81317899,      -5.743077468,      -5.779171347,      -4.684738337,      -9.419468417
          0,           0,          77,      -5.204743815,      -5.831255901,      -5.762580622,      -5.801355256,      -4.709010196,       -9.41839583
          0,           0,          78,      -5.229374071,      -5.849104229,      -5.782157495,      -5.823909387,      -4.733718577,       -9.41733804
          0,           0,          79,      -5.254433523,      -5.866677335,      -5.801761222,       -5.84671682,      -4.758865677,      -9.416304181
          0,           0,          80,      -5.279872985,      -5.883933828,      -5.821369896,      -5.869765808,       -4.78440712,      -9.415310643
          0,           0,          81,      -5.305724269,      -5.900867996,      -5.841010706,      -5.893108228,      -4.810378429,      -9.414362777
          0,           0,          82,      -5.332010693,      -5.917454205,      -5.860638938,      -5.916752771,       -4.83680066,      -9.413461075
          0,           0,          83,      -5.358636452,      -5.933663888,      -5.880239684,      -5.940678396,      -4.863583133,      -9.412610678
          0,           0,          84,      -5.385637515,      -5.949514628,      -5.899826108,      -5.964860608,      -4.890763537,      -9.411813443
          0,           0,          85,      -5.412982432,      -5.965079967,      -5.919388274,      -5.989240678,      -4.918308056,      -9.411073546
          0,           0,          86,      -5.440661511,      -5.980421546,      -5.938948064,      -6.013834672,      -4.946205743,      -9.410396901
          0,           0,          87,      -5.468659756,      -5.995548068,      -5.958526686,      -6.038680376,      -4.974443254,      -9.409778709
          0,           0,          88,      -5.496951535,      -6.010393563,      -5.978093954,      -6.063802391,      -5.002997614,      -9.409221742
          0,           0,          89,       -5.52550402,      -6.024882999,      -5.997591214,      -6.089175025,      -5.031839841,      -9.408726487
          0,           0,          90,      -5.554287419,      -6.039014493,      -6.016997939,      -6.114739763,      -5.060944935,      -9.408291023
          0,           0,          91,      -5.583278368,      -6.052821608,      -6.036311643,      -6.140412859,      -5.090291303,       -9.40791074
          0,           0,          92,      -5.612466319,      -6.066367415,      -6.055550884,      -6.166120519,      -5.119867004,      -9.407578605
          0,           0,          93,      -5.641838456,      -6.079733741,      -6.074767723,      -6.191840659,      -5.149657726,       -9.40728714
          0,           0,          94,      -5.671382793,      -6.093006116,      -6.094067271,      -6.217606681,      -5.179648582,       -9.40703241
          0,           0,          95,      -5.701069829,      -6.106148724,      -6.113461903,      -6.243460623,      -5.209807138,      -9.406809962
          0,           0,          96,      -5.730857555,      -6.119137664,      -6.132965322,      -6.269437241,      -5.240091886,      -9.406616381
          0,           0,          97,      -5.760692924,       -6.13195485,      -6.152578176,      -6.295542336,      -5.270451781,      -9.406448745
          0,           0,          98,      -5.790518882,       -6.14460407,      -6.172309726,      -6.321752311,      -5.300831119,      -9.406304916
          0,           0,          99,      -5.820280542,      -6.157109485,      -6.192184862,      -6.348029452,       -5.33117346,      -9.406181576
          0,           0,         100,      -5.849929111,      -6.169503694,      -6.212244007,      -6.374345431,      -5.361423726,      -9.406076308
          0,           0,         101,      -5.879412008,      -6.181793311,       -6.23251778,      -6.400697721,      -5.391520808,      -9.405987044
          0,           0,         102,      -5.908669151,      -6.193971816,      -6.253016043,      -6.427072402,      -5.421396163,      -9.405911295
          0,           0,         103,      -5.937635053,      -6.206035608,      -6.273769302,      -6.453459506,      -5.450975168,      -9.405846866
          0,           0,         104,      -5.966246061,      -6.217984368,       -6.29481575,      -6.479857654,      -5.480182338,      -9.405791587
          0,           0,         105,      -5.994436133,      -6.229807137,      -6.316179084,      -6.506264353,      -5.508938822,      -9.405744326
          0,           0,         106,      -6.022134575,      -6.241482666,      -6.337858702,      -6.532661349,      -5.537163012,      -9.405705408
          0,           0,         107,      -6.049263253,      -6.252977284,      -6.359847163,      -6.558997149,      -5.564769017,      -9.405675463
          0,           0,         108,      -6.075738145,      -6.264253287,      -6.382114357,      -6.585206747,      -5.591666665,       -9.40565476
          0,           0,         109,      -6.101486816,      -6.275286169,      -6.404642371,      -6.611219803,      -5.617775627,      -9.405643502
          0,           0,         110,      -6.126455682,      -6.286059855,      -6.427429033,      -6.636980247,      -5.643031877,      -9.405641158
          0,           0,         111,      -6.150611327,      -6.296556909,      -6.450480963,       -6.66245954,      -5.667390647,      -9.405647263
          0,           0,         112,       -6.17394116,       -6.30675698,      -6.473812253,      -6.687642026,      -5.690829424,      -9.405661257
          0,           0,         113,      -6.196451079,       -6.31664133,      -6.497438513,      -6.712515595,      -5.713347358,       -9.40568455
          0,           0,         114,      -6.218155976,      -6.326190938,      -6.521359491,      -6.737061841,      -5.734958263,      -9.405714308
          0,           0,         115,      -6.239067247,      -6.335379813,      -6.545535707,       -6.76120614,      -5.755681632,      -9.405749786
          0,           0,         116,      -6.259198109,      -6.344191525,      -6.569933486,      -6.784872355,      -5.775544403,      -9.405792132
          0,           0,         117,      -6.278573628,      -6.352612064,      -6.594508934,       -6.80799469,      -5.794585236,      -9.405840997
          0,           0,         118,      -6.297237372,      -6.360634193,      -6.619226262,      -6.830539703,      -5.812857916,      -9.405896369
          0,           0,         119,      -6.315246216,      -6.368252027,      -6.644052352,      -6.852497375,      -5.830427779,      -9.405957497
          0,           0,         120,      -6.332670876,       -6.37546241,      -6.668954133,      -6.873868143,      -5.847372816,      -9.406023741
          0,           0,         121,      -6.349593589,      -6.382270433,       -6.69390427,      -6.894664386,      -5.863780686,      -9.406093746
          0,           0,         122,      -6.366095667,      -6.388687956,       -6.71887096,      -6.914898195,      -5.879739874,        -9.4061664
          0,           0,         123,       -6.38223607,      -6.394723879,      -6.743792387,      -6.934554142,      -5.895324448,      -9.406241984
          0,           0,         124,      -6.398056138,       -6.40038239,      -6.768582288,      -6.953589376,      -5.910594359,       -9.40632158
          0,           0,         125,      -6.413600989,      -6.405671532,      -6.793163199,      -6.971983931,      -5.925608251,      -9.406406838
          0,           0,         126,      -6.428917246,      -6.410604432,      -6.817457117,      -6.989757109,      -5.940418681,      -9.406497498
          0,           0,         127,      -6.444053468,      -6.415199085,      -6.841396649,       -7.00697436,      -5.955075406,      -9.406592941
          0,           0,         128,      -6.459053747,      -6.419475237,      -6.864919215,      -7.023697258,      -5.969623397,       -9.40669263
          0,           0,         129,      -6.473960749,      -6.423454621,      -6.887949504,      -7.039968878,      -5.984105504,      -9.406794824
          0,           0,         130,      -6.488810558,      -6.427163404,      -6.910414476,      -7.055825546,      -5.998559931,      -9.406898992
          0,           0,         131,      -6.503626586,      -6.430627637,       -6.93225465,       -7.07128542,      -6.013015991,       -9.40700605
          0,           0,         132,      -6.518420378,      -6.433867578,      -6.953412243,      -7.086354726,      -6.027491685,      -9.407117099
          0,           0,         133,      -6.533203339,      -6.436898865,      -6.973829619,      -7.101065586,      -6.042001467,      -9.407232535
          0,           0,         134,       -6.54797749,      -6.439736477,      -6.993455074,       -7.11547454,      -6.056547479,      -9.407351949
          0,           0,         135,      -6.562740636,      -6.442395457,      -7.012254193,      -7.129650154,      -6.071126205,      -9.407474571
          0,           0,         136,      -6.577487118,      -6.444891023,      -7.030193083,      -7.143639783,      -6.085729836,       -9.40759929
          0,           0,         137,      -6.592211961,      -6.447242017,      -7.047232407,      -7.157477114,      -6.100350804,      -9.407725033
          0,           0,         138,      -6.606911894,      -6.449472016,      -7.063363484,      -7.171196434,      -6.114984411,      -9.407851333
          0,           0,         139,      -6.621584973,      -6.451603245,      -7.078626728,      -7.184826591,      -6.129629313,      -9.407979274
          0,           0,         140,      -6.636225038,      -6.453649448,      -7.093088742,      -7.198385558,      -6.144280836,      -9.408109954
          0,           0,         141,      -6.650816435,      -6.455617045,      -7.106811214,      -7.211882661,      -6.158923826,      -9.408244248
          0,           0,         142,      -6.665336026,      -6.457511726,      -7.119840703,      -7.225336137,      -6.173533815,      -9.408382559
          0,           0,         143,      -6.679759626,      -6.459341085,      -7.132229605,      -7.238797005,      -6.188084162,      -9.408524588
          0,           0,         144,      -6.694066922,      -6.461112772,      -7.144033235,      -7.252312342,      -6.202551653,      -9.408669646
          0,           0,         145,      -6.708253599,      -6.462836172,      -7.155291868,      -7.265927147,      -6.216928545,      -9.408816822
          0,           0,         146,      -6.722293728,      -6.464524716,      -7.166058798,      -7.279630062,      -6.231187665,       -9.40896546
          0,           0,         147,      -6.736180065,      -6.466191345,      -7.176391617,       -7.29344726,      -6.245319635,      -9.409115902
          0,           0,         148,      -6.749899229,      -6.467842391,      -7.186366736,      -7.307378287,      -6.259310251,      -9.409269184
          0,           0,         149,      -6.763428234,      -6.469477797,      -7.196066227,      -7.321395478,       -6.27313549,      -9.409426339
          0,           0,         150,      -6.776739592,      -6.471096334,      -7.205560273,      -7.335474476,      -6.286765381,      -9.409587886
          0,           0,         151,      -6.789806646,      -6.472697896,      -7.214900353,      -7.349631876,      -6.300169741,      -9.409753863
          0,           0,         152,      -6.802606868,      -6.474282541,      -7.224121508,      -7.363897094,      -6.313322197,         -9.409924
          0,           0,         153,      -6.815124193,      -6.475852547,      -7.233250756,      -7.378272929,      -6.326202222,      -9.410097405
          0,           0,         154,      -6.827354296,      -6.477414797,       -7.24229482,      -7.392793945,      -6.338801298,      -9.410272929
          0,           0,         155,      -6.839292043,      -6.478977266,      -7.251227097,      -7.407484502,      -6.351113267,      -9.410450564
          0,           0,         156,      -6.850923904,      -6.480543168,      -7.260031823,      -7.422357487,      -6.363124261,      -9.410631447
          0,           0,         157,      -6.862226805,      -6.482109031,      -7.268738439,      -7.437333129,      -6.374811752,      -9.410817275
          0,           0,         158,      -6.873177025,      -6.483669009,      -7.277396148,       -7.45229128,      -6.386150769,      -9.411008803
          0,           0,         159,      -6.883757976,      -6.485220108,      -7.286042615,      -7.467136928,      -6.397121257,      -9.411205811
          0,           0,         160,      -6.893959227,      -6.486761361,      -7.294677252,      -7.481883287,       -6.40770863,      -9.411407862
          0,           0,         161,       -6.90377769,      -6.488291842,      -7.303289019,      -7.496571814,      -6.417905421,      -9.411614357
          0,           0,         162,      -6.913231449,      -6.489814367,      -7.311877197,      -7.511238105,      -6.427725286,      -9.411824332
          0,           0,         163,       -6.92233697,       -6.49133553,      -7.320378572,      -7.525989555,      -6.437184237,      -9.412037067
          0,           0,         164,      -6.931085385,      -6.492860008,      -7.328686135,      -7.540867104,      -6.446278099,      -9.412252788
          0,           0,         165,       -6.93945665,      -6.494386354,      -7.336769378,      -7.555740403,      -6.454990669,       -9.41247262
          0,           0,         166,      -6.947433238,      -6.495908691,      -7.344662952,      -7.570384333,      -6.463304659,      -9.412697599
          0,           0,         167,      -6.955008278,      -6.497422332,      -7.352404307,      -7.584591578,      -6.471210401,      -9.412927991
          0,           0,         168,      -6.962183136,      -6.498925549,      -7.360001282,      -7.598286905,      -6.478705617,      -9.413163654
          0,           0,         169,      -6.968960491,      -6.500416668,      -7.367431538,      -7.611505754,      -6.485790254,      -9.413404089
          0,           0,         170,      -6.975363046,      -6.501895431,      -7.374692595,       -7.62426765,      -6.492482913,      -9.413648172
          0,           0,         171,      -6.981430625,      -6.503366563,      -7.381762603,      -7.636746638,      -6.498820508,       -9.41389472
          0,           0,         172,      -6.987172185,      -6.504836811,      -7.388525058,      -7.649201744,      -6.504817533,      -9.414143543
          0,           0,         173,      -6.992570453,      -6.506308473,      -7.394904003,      -7.661589864,      -6.510464771,      -9.414395573
          0,           0,         174,      -6.997611852,       -6.50777691,      -7.400931892,      -7.673609723,      -6.515751805,      -9.414652032
          0,           0,         175,      -7.002294317,      -6.509235764,      -7.406663845,      -7.684914443,      -6.520676049,      -9.414913614
          0,           0,         176,      -7.006631497,      -6.510682192,      -7.412136022,      -7.695237025,      -6.525248448,      -9.415180409
          0,           0,         177,      -7.010643859,       -6.51211648,      -7.417357006,      -7.704558402,      -6.529486185,      -9.415452179
          0,           0,         178,      -7.014349255,      -6.513538083,      -7.422315528,      -7.713047411,      -6.533404435,      -9.415728321
          0,           0,         179,      -7.017787561,      -6.514947331,      -7.427019005,      -7.720883652,      -6.537038403,      -9.416007676
          0,           0,         180,      -7.021003208,      -6.516350002,      -7.431441892,      -7.728462545,      -6.540432087,      -9.416289232
          0,           0,         181,      -7.024000034,      -6.517754118,      -7.435519055,      -7.736077511,      -6.543598406,      -9.416573083
          0,           0,         182,      -7.026766928,      -6.519161454,      -7.439261244,      -7.743543633,      -6.546533692,      -9.416860103
          0,           0,         183,        -7.0293003,      -6.520567014,      -7.442729082,      -7.750461713,      -6.549235486,      -9.417151309
          0,           0,         184,      -7.031606633,      -6.521965472,      -7.445970603,      -7.756477256,      -6.551708371,      -9.417447154
          0,           0,         185,      -7.033702344,      -6.523354842,      -7.449012259,      -7.761425347,      -6.553965471,      -9.417747599
          0,           0,         186,      -7.035602886,      -6.524734815,      -7.451862066,      -7.765439765,      -6.556019273,      -9.418052391
          0,           0,         187,       -7.03732463,        -6.5261041,      -7.454521458,       -7.76873825,      -6.557882984,      -9.418360869
          0,           0,         188,      -7.038907612,      -6.527463299,      -7.456991245,      -7.771591472,      -6.559591042,      -9.418671778
          0,           0,         189,      -7.040387749,      -6.528819203,       -7.45925755,      -7.774573162,      -6.561180811,      -9.418984407
          0,           0,         190,      -7.041769552,      -6.530179967,      -7.461334225,      -7.777946597,      -6.562666973,      -9.419299037
          0,           0,         191,      -7.043046555,      -6.531546158,      -7.463273843,      -7.781450331,      -6.564049745,      -9.419616753
          0,           0,         192,      -7.044214743,      -6.532911774,      -7.465120502,      -7.784669453,      -6.565326258,      -9.419938523
          0,           0,         193,       -7.04527888,      -6.534271766,      -7.466897771,      -7.787266533,      -6.566500504,      -9.420265021
          0,           0,         194,      -7.046253436,       -6.53562465,      -7.468611983,      -7.789079318,        -6.5675846,      -9.420596058
          0,           0,         195,        -7.0471512,      -6.536970823,      -7.470261428,      -7.790269159,      -6.568588799,      -9.420931313
          0,           0,         196,      -7.047983012,      -6.538309157,      -7.471840513,      -7.791116395,      -6.569520868,      -9.421270144
          0,           0,         197,      -7.048777791,      -6.539639369,      -7.473327174,      -7.791898315,      -6.570404189,       -9.42161138
          0,           0,         198,      -7.049567325,      -6.540967738,      -7.474717305,      -7.793093943,       -6.57127148,      -9.421954038
          0,           0,         199,       -7.05036033,      -6.542303367,      -7.476066372,      -7.794912713,      -6.572141456,      -9.422298243
          0,           0,         200,       -7.05115041,      -6.543647707,      -7.477430449,      -7.797072729,      -6.573014467,      -9.422644961
          0,           0,         201,      -7.051928247,      -6.544995323,      -7.478827388,      -7.799159074,      -6.573881999,      -9.422995092
          0,           0,         202,      -7.052690173,       -6.54634101,      -7.480255065,      -7.800847306,      -6.574738755,      -9.423349038
          0,           0,         203,      -7.053438515,      -6.547682785,        -7.4817012,      -7.802008022,      -6.575584232,       -9.42370694
          0,           0,         204,      -7.054174202,       -6.54902015,      -7.483153483,      -7.802782826,      -6.576416677,      -9.424068517
          0,           0,         205,      -7.054898779,      -6.550351681,      -7.484597772,      -7.803364465,      -6.577234469,      -9.424433241
          0,           0,         206,      -7.055631029,      -6.551676827,      -7.485993398,      -7.803958232,      -6.578050387,      -9.424800327
          0,           0,         207,      -7.056396732,      -6.553001228,      -7.487334329,      -7.805025349,      -6.578890309,      -9.425168803
          0,           0,         208,      -7.057205207,       -6.55433367,       -7.48869216,      -7.806803786,      -6.579773079,       -9.42553898
          0,           0,         209,      -7.058049039,      -6.555675749,      -7.490123078,      -7.809042716,      -6.580698453,       -9.42591177
          0,           0,         210,      -7.058914903,      -6.557021977,      -7.491632853,      -7.811352318,      -6.581654728,      -9.426287986
          0,           0,         211,      -7.059794553,      -6.558366802,      -7.493207202,      -7.813401007,      -6.582632776,      -9.426667987
          0,           0,         212,      -7.060687496,      -6.559708129,      -7.494825352,      -7.815006395,      -6.583629906,      -9.427051878
          0,           0,         213,      -7.061593552,      -6.561045886,      -7.496467889,      -7.816259284,      -6.584643175,      -9.427439416
          0,           0,         214,      -7.062510663,      -6.562378988,      -7.498118918,      -7.817384434,      -6.585667464,      -9.427830135
          0,           0,         215,      -7.063451148,      -6.563706061,      -7.499735827,      -7.818575679,      -6.586709372,      -9.428223051
          0,           0,         216,      -7.064436377,       -6.56503108,      -7.501298045,      -7.820183943,      -6.587788496,      -9.428617152
          0,           0,         217,       -7.06547949,      -6.566363017,      -7.502874137,      -7.822469876,      -6.588926139,      -9.429012502
          0,           0,         218,      -7.066575931,      -6.567705455,      -7.504530051,      -7.825250202,      -6.590125653,      -9.429409821
          0,           0,         219,      -7.067711235,      -6.569054129,      -7.506272379,      -7.828148515,       -6.59137443,      -9.429809944
          0,           0,         220,      -7.068872953,      -6.570403505,      -7.508083577,       -7.83083179,      -6.592658696,      -9.430213402
          0,           0,         221,      -7.070054623,      -6.571750746,       -7.50993942,      -7.833113509,      -6.593969254,      -9.430620308
          0,           0,         222,      -7.071251069,      -6.573095215,      -7.511818165,      -7.835054414,      -6.595297856,      -9.431030634
          0,           0,         223,      -7.072456312,      -6.574435828,      -7.513705317,      -7.836831134,      -6.596635543,      -9.431443911
          0,           0,         224,      -7.073675553,      -6.575770967,       -7.51555779,      -7.838574216,      -6.597981661,      -9.431859185
          0,           0,         225,      -7.074927986,       -6.57710345,      -7.517342915,      -7.840621731,      -6.599351959,      -9.432275473
          0,           0,         226,      -7.076227607,      -6.578441488,      -7.519118909,      -7.843320665,      -6.600767444,      -9.432692695
          0,           0,         227,      -7.077571438,      -6.579789513,      -7.520957687,      -7.846568912,      -6.602233869,      -9.433111638
          0,           0,         228,       -7.07894503,      -6.581144012,       -7.52287306,      -7.850009208,        -6.6037398,       -9.43353322
          0,           0,         229,      -7.080335137,      -6.582499347,      -7.524849557,      -7.853288706,      -6.605271502,      -9.433958132
          0,           0,         230,      -7.081735804,      -6.583852453,      -7.526867307,      -7.856167923,      -6.606821175,      -9.434386482
          0,           0,         231,      -7.083144207,      -6.585202759,      -7.528903156,      -7.858634157,       -6.60838303,      -9.434818104
          0,           0,         232,      -7.084555615,      -6.586549777,      -7.530942253,      -7.860888435,      -6.609949287,      -9.435252754
          0,           0,         233,      -7.085971913,      -6.587891822,      -7.532953001,      -7.863098961,      -6.611516716,       -9.43568972
          0,           0,         234,      -7.087409997,      -6.589229958,      -7.534892383,      -7.865532665,      -6.613097245,      -9.436128063
          0,           0,         235,      -7.088887304,      -6.590571437,      -7.536794905,       -7.86854756,      -6.614713023,      -9.436567416
          0,           0,         236,      -7.090406011,       -6.59192262,       -7.53873855,      -7.872137227,      -6.616375695,      -9.437008274
          0,           0,         237,      -7.091954186,      -6.593282029,      -7.540751026,      -7.875973228,      -6.618077511,      -9.437451393
          0,           0,         238,      -7.093516945,      -6.594644343,      -7.542822172,      -7.879687606,      -6.619803223,      -9.437897359
          0,           0,         239,      -7.095084809,      -6.596005704,      -7.544931321,      -7.883009595,      -6.621541069,      -9.438346336
          0,           0,         240,      -7.096652373,      -6.597364898,      -7.547055529,      -7.885883982,       -6.62328238,      -9.438798223
