"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoW]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,         238,      -7.239480352,       -6.65048065,      -7.465253639,      -7.774722074,      -6.639398171,      -9.580755151
          0,           0,         239,      -7.244100713,      -6.652089066,        -7.4772239,      -7.797893486,      -6.643595495,      -9.581256636
          0,           0,         240,      -7.248121317,      -6.653396823,      -7.491697536,      -7.818912465,      -6.646918224,      -9.581763159
          0,           0,         241,      -7.251505239,       -6.65442544,      -7.508061493,      -7.835925771,      -6.649392034,      -9.582268103
          0,           0,         242,      -7.254196623,      -6.655203408,      -7.525490694,      -7.847595272,      -6.651026711,      -9.582765276
          0,           0,         243,      -7.256116248,      -6.655758481,      -7.542896889,        -7.8540906,      -6.651827829,      -9.583249465
          0,           0,         244,      -7.257165562,      -6.656113328,      -7.559009139,      -7.856439089,      -6.651813377,       -9.58371623
          0,           0,         245,      -7.257277093,      -6.656296429,      -7.572617264,      -7.855653933,      -6.651026176,      -9.584162039
          0,           0,         246,       -7.25644306,      -6.656342832,      -7.582784904,      -7.852873265,      -6.649525928,      -9.584583922
          0,           0,         247,      -7.254746281,      -6.656293157,      -7.589106382,      -7.849428862,      -6.647416549,      -9.584979699
          0,           0,         248,      -7.252361378,      -6.656194522,      -7.591822593,      -7.846682238,      -6.644862181,      -9.585348584
          0,           0,         249,      -7.249526325,        -6.6560991,      -7.591721706,      -7.845842358,      -6.642070029,      -9.585690238
          0,           0,         250,      -7.246514385,      -6.656060421,       -7.58992711,      -7.847885787,      -6.639267582,      -9.586005553
          0,           0,         251,      -7.243616971,       -6.65613015,      -7.587656048,       -7.85348723,      -6.636689545,      -9.586296219
          0,           0,         252,      -7.241136232,      -6.656358479,      -7.586028986,      -7.862959468,      -6.634575587,      -9.586564418
          0,           0,         253,      -7.239372168,      -6.656794408,      -7.585986195,      -7.876318053,      -6.633165562,      -9.586813119
          0,           0,         254,      -7.238596041,      -6.657481895,      -7.588268017,      -7.893389091,      -6.632682155,      -9.587045674
          0,           0,         255,       -7.23901916,      -6.658453506,        -7.5933829,      -7.913800395,      -6.633305418,      -9.587266209
          0,           0,         256,      -7.240773513,       -6.65972579,      -7.601579521,      -7.936833926,      -6.635152831,      -9.587479446
          0,           0,         257,      -7.243915286,      -6.661299547,      -7.612860306,        -7.9612592,      -6.638277589,      -9.587690633
          0,           0,         258,      -7.248443442,      -6.663163626,      -7.627028411,       -7.98528224,       -6.64268198,      -9.587905252
          0,           0,         259,      -7.254314124,      -6.665298484,      -7.643730029,      -8.006749382,      -6.648329668,       -9.58812811
          0,           0,         260,      -7.261440163,      -6.667677797,      -7.662424067,      -8.023661428,      -6.655146145,      -9.588363566
          0,           0,         261,      -7.269689821,      -6.670269449,      -7.682373177,      -8.034603035,      -6.663018776,      -9.588615388
          0,           0,         262,      -7.278914177,      -6.673042128,      -7.702733206,      -8.039058226,       -6.67182121,      -9.588886607
          0,           0,         263,      -7.288951085,      -6.675965877,      -7.722573322,      -8.038239795,      -6.681416702,       -9.58917957
          0,           0,         264,      -7.299553647,      -6.678996303,      -7.740653319,      -8.034893785,      -6.691596766,      -9.589496438
          0,           0,         265,      -7.310388842,      -6.682074716,      -7.755621029,      -8.031147508,      -6.702078223,      -9.589839386
          0,           0,         266,      -7.321137193,      -6.685146191,       -7.76668131,      -8.027872227,      -6.712582338,      -9.590209996
          0,           0,         267,      -7.331525041,      -6.688164893,      -7.773736553,      -8.025577738,        -6.7228543,      -9.590608941
          0,           0,         268,      -7.341317508,      -6.691093355,      -7.777241768,      -8.024863599,      -6.732656279,      -9.591036005
          0,           0,         269,      -7.350327393,      -6.693903547,      -7.778089244,      -8.026329997,      -6.741780526,      -9.591490257
          0,           0,         270,      -7.358419616,      -6.696576762,      -7.777423628,      -8.030566121,       -6.75005755,      -9.591970141
          0,           0,         271,      -7.365494661,      -6.699098363,      -7.776383914,      -8.038099631,      -6.757346653,      -9.592473996
          0,           0,         272,      -7.371509767,      -6.701456716,      -7.775993124,      -8.049074996,      -6.763560888,      -9.592999377
          0,           0,         273,      -7.376481464,      -6.703642373,      -7.777070233,      -8.063595391,      -6.768677001,       -9.59354374
          0,           0,         274,      -7.380456518,      -6.705647452,      -7.780138257,      -8.081607403,      -6.772714971,      -9.594104435
          0,           0,         275,      -7.383504866,      -6.707469245,      -7.785430596,      -8.102369663,      -6.775727357,      -9.594678643
          0,           0,         276,      -7.385705774,      -6.709110477,       -7.79292595,      -8.124516218,      -6.777784491,       -9.59526313
          0,           0,         277,      -7.387135246,      -6.710578215,      -7.802396377,      -8.146307955,      -6.778965152,      -9.595854494
          0,           0,         278,      -7.387861922,      -6.711883277,      -7.813425972,      -8.165831545,      -6.779354401,      -9.596449577
          0,           0,         279,      -7.387947823,      -6.713039948,      -7.825413725,      -8.181283739,      -6.779042093,      -9.597045345
          0,           0,         280,      -7.387452996,      -6.714065916,      -7.837597856,      -8.191464973,      -6.778121753,      -9.597638686
          0,           0,         281,      -7.386441188,      -6.714981736,      -7.849138764,       -8.19623938,      -6.776690619,      -9.598227049
          0,           0,         282,      -7.384985925,       -6.71581013,      -7.859232753,      -8.196373615,      -6.774851325,       -9.59880836
          0,           0,         283,      -7.383178126,      -6.716576972,      -7.867207586,      -8.193151697,      -6.772716059,      -9.599380409
          0,           0,         284,      -7.381133234,      -6.717309918,      -7.872749924,      -8.188411408,      -6.770415861,      -9.599941716
          0,           0,         285,      -7.378981652,      -6.718034515,      -7.876040286,      -8.184131912,      -6.768093651,      -9.600491192
          0,           0,         286,      -7.376846621,      -6.718773575,      -7.877527161,      -8.181744671,      -6.765877588,      -9.601028481
          0,           0,         287,      -7.374844263,      -6.719548454,      -7.877782323,      -8.182013449,      -6.763876915,      -9.601553943
          0,           0,         288,      -7.373094234,      -6.720379757,      -7.877497085,        -8.1852852,      -6.762193884,      -9.602068172
          0,           0,         289,      -7.371716914,      -6.721287296,      -7.877397838,      -8.191719898,      -6.760925612,      -9.602572238
          0,           0,         290,      -7.370823163,      -6.722289252,       -7.87814628,      -8.201417866,       -6.76015866,      -9.603067589
          0,           0,         291,       -7.37050652,      -6.723400929,      -7.880289315,      -8.214446669,      -6.759964583,      -9.603555959
          0,           0,         292,      -7.370840662,      -6.724634063,       -7.88423505,      -8.230712315,      -6.760398934,      -9.604039359
          0,           0,         293,      -7.371882271,      -6.725997569,       -7.89024337,      -8.249753178,      -6.761504257,      -9.604519785
          0,           0,         294,      -7.373672947,      -6.727498346,      -7.898436945,      -8.270703096,      -6.763312091,      -9.604999095
          0,           0,         295,      -7.376234469,      -6.729140368,      -7.908808534,      -8.292469271,      -6.765839314,      -9.605479278
          0,           0,         296,      -7.379557271,      -6.730921685,      -7.921192129,      -8.313932087,       -6.76907818,      -9.605962498
          0,           0,         297,      -7.383591599,      -6.732832008,      -7.935222903,      -8.333899834,      -6.772987165,      -9.606451059
          0,           0,         298,      -7.388252706,      -6.734853985,      -7.950356477,      -8.350933146,      -6.777492977,      -9.606947403
          0,           0,         299,      -7.393435247,      -6.736966942,      -7.965939545,      -8.363499092,      -6.782501654,      -9.607454047
          0,           0,         300,      -7.399023156,      -6.739149429,      -7.981256652,      -8.370558836,      -6.787907295,      -9.607972638
          0,           0,         301,      -7.404892828,      -6.741380623,      -7.995562955,      -8.372173206,      -6.793595549,      -9.608504419
          0,           0,         302,      -7.410913692,      -6.743640436,      -8.008153837,      -8.369573233,      -6.799444782,      -9.609050339
          0,           0,         303,      -7.416952442,      -6.745909695,      -8.018475484,      -8.364508464,      -6.805330002,      -9.609611086
          0,           0,         304,      -7.422883989,        -6.7481715,      -8.026243629,      -8.358616825,      -6.811132072,      -9.610186914
          0,           0,         305,      -7.428597721,       -6.75041184,      -8.031494066,      -8.353481026,      -6.816742977,      -9.610777809
          0,           0,         306,      -7.433992172,      -6.752617049,      -8.034540528,      -8.350753532,      -6.822062441,      -9.611383365
          0,           0,         307,      -7.438972722,       -6.75477181,      -8.035910391,      -8.351586595,      -6.826996749,      -9.612003192
          0,           0,         308,      -7.443462642,      -6.756861089,        -8.0362673,        -8.3561545,      -6.831466685,      -9.612636771
          0,           0,         309,      -7.447410675,      -6.758872726,      -8.036276755,      -8.363963223,      -6.835413062,      -9.613283408
          0,           0,         310,      -7.450790589,      -6.760798313,      -8.036506262,      -8.374313192,      -6.838798122,      -9.613942054
          0,           0,         311,      -7.453599412,      -6.762633454,      -8.037387203,      -8.386470696,      -6.841606615,      -9.614611371
          0,           0,         312,      -7.455853749,      -6.764377579,      -8.039193848,      -8.399736791,      -6.843844227,      -9.615289891
          0,           0,         313,      -7.457582928,      -6.766032691,      -8.042047135,      -8.413575847,      -6.845532579,      -9.615976089
          0,           0,         314,      -7.458823668,      -6.767601841,      -8.045941079,      -8.427437467,      -6.846705214,      -9.616668412
          0,           0,         315,      -7.459619785,      -6.769089532,      -8.050723931,      -8.440437058,      -6.847406747,      -9.617365359
          0,           0,         316,      -7.460022851,      -6.770502737,      -8.056116174,       -8.45160299,      -6.847692392,      -9.618065231
          0,           0,         317,       -7.46009254,      -6.771850713,      -8.061809108,      -8.460376501,      -6.847628079,      -9.618766512
          0,           0,         318,      -7.459893989,      -6.773143875,       -8.06751442,      -8.466678891,      -6.847287758,      -9.619467944
          0,           0,         319,      -7.459492673,      -6.774392886,       -8.07295935,      -8.470657555,      -6.846747018,       -9.62016821
          0,           0,         320,      -7.458950848,      -6.775608524,      -8.077883108,      -8.472538949,      -6.846077525,       -9.62086623
          0,           0,         321,      -7.458328239,      -6.776801927,      -8.082079739,      -8.472667224,      -6.845346078,      -9.621561537
          0,           0,         322,      -7.457684514,       -6.77798462,      -8.085445692,      -8.471563227,      -6.844616253,      -9.622253376
          0,           0,         323,      -7.457080896,      -6.779168976,       -8.08799757,      -8.469989818,      -6.843949768,      -9.622941517
          0,           0,         324,      -7.456578409,      -6.780367607,      -8.089894178,      -8.469027764,      -6.843405525,      -9.623625801
          0,           0,         325,      -7.456233412,      -6.781591816,      -8.091443201,      -8.469775943,      -6.843036499,      -9.624306319
          0,           0,         326,       -7.45609686,      -6.782851421,      -8.092987691,      -8.472815763,      -6.842889476,      -9.624983326
          0,           0,         327,      -7.456217192,      -6.784155806,      -8.094838521,      -8.478271438,      -6.843007904,      -9.625657078
          0,           0,         328,      -7.456639113,      -6.785513535,      -8.097300255,      -8.486193956,      -6.843431287,      -9.626328107
          0,           0,         329,      -7.457397716,      -6.786930935,      -8.100642875,       -8.49667574,      -6.844190249,      -9.626997179
          0,           0,         330,      -7.458514315,      -6.788411327,      -8.105049644,      -8.509657083,      -6.845302612,       -9.62766525
          0,           0,         331,      -7.459996542,      -6.789955349,      -8.110598566,      -8.524693971,      -6.846773093,      -9.628333713
          0,           0,         332,      -7.461840406,      -6.791561488,      -8.117269055,      -8.540910535,      -6.848595103,      -9.629003518
          0,           0,         333,      -7.464032295,      -6.793226913,       -8.12495279,      -8.557172934,      -6.850752851,      -9.629675729
          0,           0,         334,      -7.466549607,      -6.794947817,      -8.133464318,      -8.572414622,      -6.853222386,       -9.63035142
          0,           0,         335,       -7.46935998,      -6.796719213,      -8.142553024,      -8.585860145,      -6.855971315,      -9.631031605
          0,           0,         336,      -7.472422574,      -6.798535015,      -8.151913562,      -8.596855301,       -6.85896018,      -9.631717182
          0,           0,         337,      -7.475692792,      -6.800388985,      -8.161206012,      -8.604714988,      -6.862146683,      -9.632408911
          0,           0,         338,      -7.479124234,      -6.802275152,      -8.170085211,       -8.60916328,       -6.86548731,      -9.633107451
          0,           0,         339,      -7.482666143,      -6.804186765,      -8.178227961,      -8.610873385,      -6.868935301,      -9.633813395
          0,           0,         340,      -7.486260362,      -6.806114867,       -8.18536442,      -8.611167921,      -6.872437894,      -9.634527164
          0,           0,         341,      -7.489843565,      -6.808048559,       -8.19131797,       -8.61106872,      -6.875937084,      -9.635249189
          0,           0,         342,      -7.493353286,      -6.809976634,      -8.196026362,      -8.610893631,      -6.879373775,      -9.635979781
          0,           0,         343,      -7.496733171,      -6.811889033,       -8.19953667,      -8.610587735,      -6.882692566,      -9.636719147
          0,           0,         344,      -7.499936327,        -6.8137776,      -8.201989559,      -8.610157919,      -6.885845601,      -9.637467178
          0,           0,         345,      -7.502926444,      -6.815636245,      -8.203594935,      -8.609907566,      -6.888794307,      -9.638223598
          0,           0,         346,      -7.505676486,      -6.817460432,      -8.204602398,      -8.610417477,      -6.891508779,      -9.638988017
          0,           0,         347,      -7.508167598,      -6.819246629,      -8.205270062,      -8.612197338,      -6.893967287,      -9.639759929
          0,           0,         348,      -7.510390399,       -6.82099247,      -8.205829136,      -8.615363889,      -6.896157703,      -9.640538713
          0,           0,         349,      -7.512345996,      -6.822697205,      -8.206464281,      -8.619739313,      -6.898078531,       -9.64132366
          0,           0,         350,      -7.514044857,      -6.824361542,       -8.20732338,      -8.625136003,      -6.899738187,      -9.642114018
          0,           0,         351,      -7.515504549,      -6.825987001,      -8.208528937,      -8.631423621,      -6.901153324,      -9.642909032
          0,           0,         352,      -7.516747232,      -6.827575412,      -8.210164436,      -8.638352276,      -6.902346447,      -9.643707972
          0,           0,         353,      -7.517797403,      -6.829128958,      -8.212241151,      -8.645394732,      -6.903343111,      -9.644510553
          0,           0,         354,      -7.518680588,      -6.830650333,      -8.214687568,      -8.651815272,      -6.904170092,      -9.645315842
          0,           0,         355,      -7.519423816,      -6.832143099,      -8.217378369,      -8.656915986,      -6.904855529,      -9.646123104
          0,           0,         356,      -7.520056339,       -6.83361183,      -8.220174557,      -8.660339742,      -6.905429547,      -9.646931729
          0,           0,         357,      -7.520608908,      -6.835061823,      -8.222962781,      -8.662281511,      -6.905923676,      -9.647741194
          0,           0,         358,      -7.521112099,      -6.836498519,      -8.225674545,      -8.663331052,      -6.906369449,      -9.648551056
          0,           0,         359,       -7.52159589,       -6.83792734,      -8.228271485,      -8.664070118,      -6.906797962,       -9.64936094
          0,           0,         360,      -7.522090643,      -6.839353965,      -8.230735482,      -8.664911135,      -6.907240563,      -9.650170542
          0,           0,         361,      -7.522627569,      -6.840784439,      -8.233087216,       -8.66616429,      -6.907729069,      -9.650979676
          0,           0,         362,      -7.523237526,      -6.842224841,      -8.235397531,      -8.668093421,      -6.908294548,       -9.65178829
          0,           0,         363,      -7.523948933,      -6.843680778,      -8.237768274,      -8.670893613,       -6.90896531,      -9.652596436
          0,           0,         364,      -7.524786106,      -6.845157026,      -8.240310407,      -8.674649888,      -6.909765281,      -9.653404296
          0,           0,         365,      -7.525768389,      -6.846657356,      -8.243123465,      -8.679319922,      -6.910713057,      -9.654212012
          0,           0,         366,       -7.52690994,      -6.848184615,      -8.246281226,      -8.684805007,      -6.911821612,      -9.655019952
          0,           0,         367,      -7.528219156,      -6.849740682,      -8.249834278,      -8.691116534,       -6.91309782,      -9.655828618
          0,           0,         368,      -7.529697325,      -6.851326241,      -8.253819221,      -8.698377249,       -6.91454142,      -9.656638705
          0,           0,         369,      -7.531339572,      -6.852940893,      -8.258238244,      -8.706540616,       -6.91614617,      -9.657450731
          0,           0,         370,      -7.533136065,      -6.854584078,      -8.263070735,      -8.715243295,      -6.917900805,      -9.658265334
          0,           0,         371,      -7.535039156,      -6.856254414,      -8.268603469,      -8.722871704,      -6.919752402,      -9.659082381
          0,           0,         372,      -7.537104983,      -6.857931429,      -8.273807833,      -8.733768332,      -6.921777265,      -9.659902777
          0,           0,         373,      -7.539263467,      -6.859641572,      -8.278989647,      -8.742332992,      -6.923881398,      -9.660726064
          0,           0,         374,      -7.541549682,      -6.861358631,      -8.284251174,      -8.750047577,      -6.926119962,       -9.66155288
          0,           0,         375,        -7.5439729,      -6.863114237,         -8.288881,       -8.75406534,      -6.928487184,      -9.662385661
          0,           0,         376,      -7.546214844,      -6.864862077,      -8.295515913,      -8.757992526,      -6.930656581,      -9.663220561
          0,           0,         377,       -7.54882949,      -6.866628619,       -8.29768529,      -8.763713437,      -6.933233124,      -9.664059436
          0,           0,         378,      -7.551417015,      -6.868420462,      -8.302098873,      -8.763899784,      -6.935769268,      -9.664904379
          0,           0,         379,      -7.553947516,        -6.8702145,      -8.306016964,      -8.764262457,      -6.938246666,       -9.66575524
          0,           0,         380,      -7.556402596,      -6.871998751,      -8.309169454,      -8.764152494,       -6.94065104,      -9.666611717
          0,           0,         381,      -7.558770349,      -6.873770071,      -8.311681869,      -8.763822266,      -6.942971561,      -9.667473559
          0,           0,         382,      -7.561048879,      -6.875529164,      -8.313703924,      -8.763826334,      -6.945205499,      -9.668340604
          0,           0,         383,      -7.563231443,      -6.877275197,      -8.315376709,      -8.764363484,      -6.947345313,      -9.669212769
          0,           0,         384,      -7.565307741,      -6.879006244,       -8.31677713,      -8.765383759,      -6.949380249,      -9.670089855
          0,           0,         385,      -7.567270014,      -6.880720596,      -8.317974729,      -8.766759067,      -6.951302229,      -9.670971606
          0,           0,         386,      -7.569116241,      -6.882417458,      -8.319062326,      -8.768263597,       -6.95310881,      -9.671857863
          0,           0,         387,        -7.5708493,       -6.88409685,      -8.320140385,      -8.769571387,      -6.954802266,      -9.672748184
          0,           0,         388,       -7.57247444,      -6.885759538,       -8.32129334,      -8.770281112,      -6.956386801,      -9.673642253
          0,           0,         389,       -7.57399609,      -6.887407679,      -8.322580547,      -8.770068432,      -6.957864422,      -9.674540207
          0,           0,         390,      -7.575382107,      -6.889040274,      -8.324688137,      -8.773613323,      -6.959204058,      -9.675441184
          0,           0,         391,      -7.576697888,      -6.890628511,      -8.326186553,      -8.779438752,      -6.960488615,      -9.676344733
          0,           0,         392,      -7.577930124,       -6.89221717,      -8.326455303,      -8.780548834,      -6.961679773,      -9.677252226
          0,           0,         393,      -7.578954976,        -6.8937849,      -8.331189501,      -8.770827545,      -6.962621488,      -9.678160051
          0,           0,         394,      -7.580163343,      -6.895337077,      -8.329493243,      -8.785462594,       -6.96382625,       -9.67906822
          0,           0,         395,      -7.581358233,      -6.896913323,       -8.33201423,      -8.787539083,      -6.964978499,      -9.679978844
          0,           0,         396,      -7.582512355,      -6.898487037,      -8.334552205,      -8.788190592,      -6.966084828,      -9.680891467
          0,           0,         397,      -7.583652742,      -6.900056201,      -8.336991435,       -8.78980592,       -6.96717771,      -9.681805698
          0,           0,         398,      -7.584799637,      -6.901622884,      -8.339462653,      -8.792170403,      -6.968278789,      -9.682721139
          0,           0,         399,      -7.585972489,      -6.903191228,      -8.341975312,      -8.794754563,      -6.969407511,      -9.683637626
          0,           0,         400,      -7.587188802,      -6.904765062,       -8.34454406,         -8.797193,      -6.970580821,      -9.684555095
          0,           0,         401,      -7.588460989,      -6.906347264,      -8.347188514,      -8.799596658,      -6.971810422,      -9.685473601
          0,           0,         402,      -7.589795586,      -6.907939637,      -8.349947609,       -8.80245831,      -6.973102289,      -9.686393373
          0,           0,         403,      -7.591195197,      -6.909543146,      -8.352853544,      -8.806087897,      -6.974458696,      -9.687314607
          0,           0,         404,      -7.592661201,      -6.911158707,      -8.355910868,      -8.810391056,      -6.975880725,      -9.688237369
          0,           0,         405,      -7.594188671,      -6.912787997,      -8.359200041,      -8.814524339,      -6.977362144,      -9.689161913
          0,           0,         406,      -7.595763165,      -6.914432751,      -8.362970292,      -8.814465287,      -6.978883257,      -9.690087967
          0,           0,         407,      -7.597448951,      -6.916075277,      -8.365969168,      -8.825298006,      -6.980533773,      -9.691016074
          0,           0,         408,       -7.59915573,       -6.91772656,      -8.369680346,      -8.831286246,      -6.982197842,      -9.691945977
          0,           0,         409,      -7.600980672,      -6.919403267,      -8.372187399,      -8.834426674,      -6.983976442,      -9.692878994
          0,           0,         410,      -7.602748193,      -6.921083234,      -8.377902751,      -8.840401875,      -6.985696133,      -9.693813204
          0,           0,         411,      -7.604751597,      -6.922774782,      -8.378453896,      -8.845795766,      -6.987660481,      -9.694749825
          0,           0,         412,        -7.6067776,      -6.924488007,      -8.382624205,      -8.846719456,      -6.989638385,      -9.695689802
          0,           0,         413,       -7.60885507,       -6.92622336,      -8.386024926,      -8.849600187,      -6.991666123,      -9.696634376
          0,           0,         414,      -7.610783411,      -6.927942609,      -8.390772843,      -8.843772139,      -6.993524398,      -9.697581392
          0,           0,         415,      -7.612877499,      -6.929659277,      -8.392155759,       -8.85755296,      -6.995595054,      -9.698531026
          0,           0,         416,      -7.614939547,      -6.931389108,      -8.394886098,      -8.859879816,      -6.997613744,      -9.699484455
          0,           0,         417,      -7.616978828,      -6.933122091,      -8.397619188,      -8.860479951,      -6.999608152,      -9.700441647
          0,           0,         418,       -7.61899825,      -6.934854755,      -8.400031578,      -8.861088996,      -7.001582843,      -9.701402556
          0,           0,         419,      -7.620978827,      -6.936581383,      -8.402248139,       -8.86157652,      -7.003519893,      -9.702367076
          0,           0,         420,      -7.622916501,      -6.938302214,      -8.404208519,      -8.861921191,      -7.005415234,      -9.703335117
          0,           0,         421,      -7.624806734,      -6.940016657,       -8.40601315,      -8.862184669,      -7.007263853,      -9.704306631
          0,           0,         422,      -7.626644518,      -6.941725269,      -8.407700279,      -8.862526069,      -7.009059747,      -9.705281758
          0,           0,         423,      -7.628390454,      -6.943430423,      -8.409690952,      -8.863011994,      -7.010760216,      -9.706260051
          0,           0,         424,      -7.630108333,      -6.945108589,      -8.411508684,       -8.86719894,      -7.012445718,       -9.70724144
          0,           0,         425,      -7.631760465,      -6.946784881,      -8.411560037,      -8.868022546,      -7.014057717,      -9.708226209
          0,           0,         426,      -7.633306377,       -6.94844306,      -8.415304434,      -8.871001484,      -7.015567441,      -9.709213052
          0,           0,         427,      -7.634894325,      -6.950098917,      -8.413563478,      -8.871847138,      -7.017119333,      -9.710203171
          0,           0,         428,      -7.636345212,       -6.95176394,      -8.418097634,      -8.861076961,      -7.018498213,      -9.711194901
          0,           0,         429,      -7.637939339,      -6.953397495,      -8.417363985,      -8.876345894,      -7.020082564,      -9.712188167
          0,           0,         430,      -7.639477979,       -6.95505033,       -8.41928328,      -8.878246733,      -7.021581053,      -9.713184267
          0,           0,         431,      -7.640970516,      -6.956701612,      -8.421504943,      -8.878853512,       -7.02302999,      -9.714182774
          0,           0,         432,      -7.642441326,      -6.958349631,      -8.423632535,      -8.880076817,      -7.024456735,      -9.715183349
          0,           0,         433,      -7.643896109,      -6.959992708,      -8.425858769,      -8.881443563,      -7.025867789,      -9.716185775
          0,           0,         434,      -7.645346437,      -6.961634234,      -8.428050963,      -8.882586545,      -7.027274333,      -9.717189927
          0,           0,         435,       -7.64680087,      -6.963276956,      -8.430287224,      -8.883434977,      -7.028683878,      -9.718195857
          0,           0,         436,      -7.648247769,      -6.964925688,      -8.432866055,      -8.884722619,      -7.030082273,      -9.719203703
          0,           0,         437,      -7.649682812,      -6.966560962,      -8.436407968,      -8.890519339,      -7.031478649,      -9.720212836
          0,           0,         438,      -7.651166533,      -6.968196794,      -8.436510609,      -8.893027035,      -7.032920778,      -9.721224709
          0,           0,         439,      -7.652511225,      -6.969831235,      -8.443134278,       -8.89633568,       -7.03421999,      -9.722236361
          0,           0,         440,      -7.654112681,      -6.971465577,      -8.439729422,      -8.900997512,      -7.035788287,        -9.7232491
          0,           0,         441,      -7.655777626,      -6.973132988,      -8.443872335,      -8.903048674,      -7.037404354,      -9.724264533
          0,           0,         442,      -7.657440314,      -6.974809967,       -8.44700957,      -8.905256795,      -7.039018043,      -9.725281991
          0,           0,         443,      -7.659113863,      -6.976488754,      -8.449921456,      -8.907628789,      -7.040645035,      -9.726301305
          0,           0,         444,      -7.660808654,      -6.978171152,      -8.452739931,      -8.909975687,       -7.04229478,      -9.727322474
          0,           0,         445,      -7.662534292,       -6.97985975,      -8.455533013,      -8.912429987,      -7.043975528,      -9.728345607
          0,           0,         446,      -7.664287189,       -6.98155629,      -8.458392295,      -8.914965871,       -7.04568226,      -9.729371185
          0,           0,         447,      -7.666003732,      -6.983264916,      -8.462118915,      -8.916817902,      -7.047348896,      -9.730398402
          0,           0,         448,      -7.667830246,      -6.984953548,      -8.463964594,      -8.923517694,      -7.049139484,       -9.73142794
          0,           0,         449,      -7.669642248,      -6.986661412,      -8.466114266,      -8.925698079,      -7.050904064,      -9.732460277
          0,           0,         450,      -7.671416232,      -6.988362632,      -8.470501586,      -8.929870825,      -7.052636583,      -9.733494574
          0,           0,         451,      -7.673272145,      -6.990069586,      -8.470531698,      -8.930935448,      -7.054448744,      -9.734531938
          0,           0,         452,      -7.675004027,       -6.99179061,      -8.476175008,      -8.934179953,      -7.056132222,      -9.735570624
          0,           0,         453,      -7.676933833,      -6.993489366,      -8.474678905,      -8.939014409,      -7.058028554,      -9.736611553
          0,           0,         454,      -7.678850512,      -6.995210132,      -8.477754645,      -8.939203275,      -7.059900114,      -9.737655747
          0,           0,         455,      -7.680743172,      -6.996940259,      -8.480437275,       -8.93983328,      -7.061746525,      -9.738702866
          0,           0,         456,      -7.682599512,       -6.99866542,      -8.482794757,      -8.940612883,      -7.063558679,      -9.739752721
          0,           0,         457,       -7.68442612,      -7.000387034,      -8.484857746,      -8.941339228,      -7.065342457,      -9.740805278
          0,           0,         458,      -7.686219057,      -7.002107953,       -8.48693045,      -8.941915453,      -7.067091616,      -9.741860878
